Recipient Egypt Ethiopia Kazakhstan Russia Azerbaijan Armenia Iran Bosnia-Herzegovina Ukraine Kyrgyzstan Tajikistan Belarus Georgia Jordan Poland Israel India Moldova Hungary Latvia Lithuania Estonia Lebanon Albania Uzbekistan Bangladesh Nepal IBS_Spain PJL_Pakistan GWD_Gambia ESN_Nigeria BEB_Bengal MSL_Sierra_Leone STU_Sri_Lanka ITU_India YRI_Nigeria LWK_Kenya TSI_Italy GIH_India
767 1147.06248 698.842773 30.439705 199.505722 17.641044 93.147532 44.032919 44.259664 64.190296 15.946015 56.658196 21.149193 36.194347 22.855708 22.118371 91.694709 82.75858 17.815273 7.454374 13.559792 12.70312 35.977386 8.099628 21.801692 37.089708 12.577265 5.503622 683.405387 492.235551 105.742963 126.96749 352.070301 71.772854 429.637641 468.84991 138.827526 269.189175 772.192282 473.447655
843 862.044989 518.966395 30.801319 221.816136 21.714746 87.215663 51.340177 46.936646 76.479918 22.590653 70.033831 35.419976 50.621353 29.373047 27.744105 88.297099 114.351843 19.413732 7.816934 18.230726 18.773994 35.870719 8.578959 21.256108 40.210577 14.451338 11.611418 787.447512 639.1665 67.828832 60.674761 424.304775 47.539788 520.806058 549.187786 64.849552 108.096883 838.906126 584.646893
846 735.755226 445.677678 28.59915 206.667795 15.003014 76.888269 42.267271 50.289534 69.838957 20.620277 73.404241 19.616375 40.604085 16.36783 26.851545 74.482099 119.070887 12.675466 7.999093 18.366219 16.560621 37.929632 8.032312 22.413565 43.341284 16.771635 12.480755 659.445052 695.702781 83.496998 61.106006 497.44848 46.841194 650.261565 656.924848 66.140546 111.334436 769.454885 688.686254
1041 853.76337 522.625629 27.846207 157.559536 13.139025 59.703815 42.065893 38.326354 50.018383 19.785514 57.146615 19.113866 27.14254 15.612608 20.491552 71.327097 126.408684 10.062084 5.510427 12.693748 12.285777 26.717402 11.079694 19.062952 38.569615 19.035642 9.909032 551.891453 660.550277 88.759081 78.702921 542.553223 62.392734 715.749596 769.710614 96.987531 122.043428 592.471346 676.602597
1086 1080.76772 634.018945 27.56936 184.118173 12.192837 88.489349 43.689155 42.142851 57.11547 18.561111 64.162392 17.945791 39.097144 27.294254 20.772302 107.523664 87.547071 12.36458 5.750624 17.040493 18.971097 38.302518 8.685798 22.457035 29.866542 10.609638 6.349833 683.542541 481.905969 127.114253 165.674251 346.985515 98.079642 439.47399 426.201928 181.346378 360.489492 750.962906 460.23525
1153 1155.75942 758.81595 29.871877 199.675261 15.878652 77.369368 42.206649 49.963547 56.891643 13.120065 51.712683 19.365813 46.074127 19.49377 20.586878 93.432791 89.743631 17.130493 8.425629 18.971296 19.083728 28.107622 6.381416 20.793885 35.681582 11.413742 7.389911 691.081162 448.886116 120.573133 147.170249 327.146841 82.318482 428.605765 423.086327 151.604605 300.968181 776.567075 434.068494
1249 1150.96793 828.597211 31.007304 210.397957 21.100533 92.931733 40.536045 45.717818 61.178449 17.02308 59.311103 24.72866 36.333709 25.922582 25.652713 75.90102 77.826184 12.329166 9.848218 14.318363 17.498523 32.510971 6.828532 22.14013 37.033065 11.926419 6.265143 719.07103 480.288354 97.647194 106.44051 347.970676 65.382366 423.433438 426.685143 122.130652 217.809896 813.689101 429.036931
1257 786.622011 437.211822 33.979884 212.186496 19.351029 84.338851 49.457553 55.09399 76.575627 24.958965 75.785158 34.572426 48.962751 17.731571 31.119635 78.568894 120.041942 17.152225 11.213463 21.366649 20.396373 43.738163 7.566571 24.506958 45.83804 17.639536 10.232029 782.528642 628.330159 69.925006 55.920368 466.332702 44.127119 541.053238 573.747517 64.391573 89.480548 883.651011 639.72135
1586 799.860704 425.486027 37.79541 231.83715 16.312408 90.844367 40.960632 57.212549 67.203493 20.548345 75.759619 31.195911 44.338958 16.814583 25.261582 77.265785 106.453622 12.43474 4.905623 24.176696 16.655993 44.735742 8.500055 22.725704 40.799769 16.044184 8.622417 765.057534 665.087808 77.894181 67.731584 451.318471 50.972656 566.095077 571.168487 78.1248 132.034476 850.10941 605.071301
1655 996.411794 624.872349 22.963565 189.561502 14.126439 78.562268 36.668761 46.374219 63.809196 18.933727 57.763259 20.944187 34.303446 28.306557 21.425058 85.080639 117.930789 9.335713 6.272932 20.959044 16.841698 29.79951 8.086863 17.967919 31.950118 12.87887 7.975265 658.723714 568.337733 101.276834 120.433832 435.463746 80.71302 501.627006 537.424359 111.407216 210.225836 720.828367 578.850502
1696 701.327102 426.78312 32.505167 191.568065 16.241238 68.347634 32.039011 43.139732 72.860064 15.949233 71.924458 24.413198 35.55343 16.808485 30.689811 70.358457 105.73506 15.943435 7.345631 23.882382 19.500985 32.793172 12.068327 20.286605 33.820279 17.829379 10.559618 647.73807 589.25088 141.505719 229.514458 401.165182 125.71743 509.08593 519.683682 232.479003 423.302444 711.706081 563.995909
1743 1217.49991 769.989134 30.018253 200.447815 23.393488 79.867995 48.692528 51.141151 65.15107 17.613579 57.243878 25.814133 39.945742 26.568642 21.976861 102.995578 73.057657 15.703881 6.194131 12.410969 15.103904 29.176424 6.321577 25.912072 36.227797 9.693378 6.175015 711.731736 449.362972 105.715005 119.214702 318.676135 72.2869 391.705821 428.86465 131.771069 261.945492 822.299592 417.507229
2245 760.552349 352.592417 39.484433 241.98685 18.509629 82.835553 41.806704 58.015257 76.326908 17.927291 98.997571 29.286017 45.977537 25.596933 34.041073 79.993942 112.076935 16.684071 6.970768 20.820627 19.819155 43.429006 11.826724 26.501197 42.310819 16.847075 12.703586 785.415982 685.113692 66.732934 56.918916 477.44418 46.452944 538.745828 573.510589 62.260069 113.458131 892.7101 612.734058
2246 751.355661 360.555179 39.820632 257.799259 17.916717 85.904002 46.36798 54.734188 85.354371 18.069204 93.466343 34.794755 49.171383 22.38933 29.827014 88.915631 114.245357 18.313455 7.139213 19.62532 20.830794 46.789061 11.929417 31.662073 40.271669 13.245877 11.530942 809.94557 679.784327 58.74407 41.061901 479.33925 37.170591 565.258385 578.952927 46.802556 72.533342 872.822868 630.977259
2273 1318.43495 801.018855 25.107077 212.579563 17.772038 92.478613 59.414125 52.930118 60.485171 16.468626 58.694602 27.174567 37.175282 26.90643 30.092769 121.734226 76.991962 14.157757 7.145736 16.739468 18.604509 31.821064 9.255755 21.402016 38.611493 11.182267 6.757564 721.301099 466.602048 82.937025 75.709231 315.688865 50.934763 387.141112 396.700265 80.68347 169.684647 844.274688 442.624046
2274 1063.33211 742.723161 23.936047 195.070881 17.239523 94.823435 46.151395 48.266897 50.744347 17.366884 57.68174 21.978505 43.32048 29.328783 21.141758 94.3636 86.917914 11.884664 5.837251 17.630772 14.052441 29.735413 8.678933 22.59659 34.040909 16.839221 8.84983 669.700755 508.231371 114.609693 117.559648 374.770788 78.066934 451.676874 508.85427 122.073099 246.352425 738.667038 490.321475
2305 1396.57046 819.963719 26.707369 218.184392 19.552985 94.161029 62.354085 49.858616 64.044871 14.825464 59.78898 22.04346 47.359688 24.454546 28.791977 112.733537 66.033079 13.376668 6.315089 14.546561 15.080846 33.031496 7.857 23.33918 32.842093 9.322632 8.070988 713.695075 468.611141 83.204167 66.963311 301.403832 51.775384 380.820538 407.519446 84.575351 146.979451 834.584468 414.074884
2504 1065.59848 794.158377 24.909031 183.496843 17.716412 82.076272 53.209508 41.325886 60.551428 17.975245 61.548083 22.84772 36.565227 26.856988 22.355455 93.066646 94.095943 11.192024 5.279062 16.22548 16.053469 26.278671 6.476111 21.106427 31.342036 11.68361 6.358267 652.133161 500.143541 130.477239 158.195134 364.711995 93.323849 422.050438 459.030872 158.21928 318.468917 694.900051 443.414674
2553 1167.81655 752.804247 27.055214 191.037418 16.853373 82.999546 61.889519 48.07006 55.630149 12.668258 56.078704 27.793048 43.574124 26.597095 20.000863 99.915467 80.793256 11.692361 8.216999 21.021686 14.438668 34.33894 10.898287 19.812888 37.754829 12.501615 9.449145 709.791032 468.262563 124.304331 118.718327 334.192316 83.814178 409.965497 473.697392 123.850952 248.909573 758.00054 440.208851
2618 1452.58063 836.473376 27.637523 199.746987 18.330624 92.555438 53.118687 45.004113 58.953331 11.53681 59.538371 30.715664 35.859556 39.411315 26.796025 112.843806 69.245 14.687972 6.532394 14.628734 16.86347 28.014955 8.695954 23.421018 38.229004 10.088701 6.771739 726.716156 423.824585 89.989086 66.065731 311.588432 50.027909 372.841202 395.052518 75.421714 165.507502 813.397913 416.703935
2622 1203.96471 774.619326 22.257058 183.57058 20.434911 89.873653 54.788455 41.99234 58.285459 14.434596 56.016873 22.232094 36.743894 32.233065 21.898565 81.453964 73.498403 11.55444 4.829229 18.320746 15.44132 29.440762 7.768697 20.655216 29.922591 11.327225 8.030678 669.511012 412.349262 138.638188 184.146384 320.744398 105.941036 352.978421 384.271601 197.434751 350.364181 774.276617 409.17317
2625 1286.72972 758.573417 30.986864 199.179688 15.600281 82.973016 49.744045 49.193057 57.345178 11.5981 55.654716 26.161474 45.333837 23.488512 28.416088 102.093722 70.908518 13.501719 5.384695 15.769122 19.924178 30.670603 6.396079 24.699761 38.955806 11.590376 6.193588 735.518108 471.137524 86.737817 83.66905 331.972257 59.380309 415.215595 445.82437 95.736678 176.076075 830.613205 446.470722
2644 764.063708 415.48965 39.035382 205.840818 22.336478 78.814931 44.064562 56.983949 66.933833 19.770458 78.749428 28.609091 47.299393 13.448847 37.297358 73.619101 103.306479 18.530919 5.840782 21.25196 22.415527 40.495658 6.815209 19.980299 40.466889 12.464105 8.825112 755.06216 686.389069 71.297123 70.152155 481.14013 50.351812 570.819148 616.775993 89.636308 124.129388 815.014653 621.900002
2782 1002.07253 575.459008 28.939034 213.420597 19.714499 93.711977 40.280547 50.675743 65.340503 18.238681 66.933098 27.649423 40.709609 25.006791 20.901277 102.398875 104.235134 13.726919 4.052975 23.088274 17.901583 33.219416 10.635002 27.099647 42.623174 16.359638 6.605155 741.893678 568.00569 85.198087 82.307844 414.967075 57.577577 511.546936 527.080905 84.199159 144.30243 788.452815 548.886566
2845 1326.54766 812.644505 29.36447 216.680216 17.178722 97.786121 58.322222 45.169606 55.571108 16.828937 58.045707 20.506341 44.022131 31.896574 24.911082 125.496132 73.309857 13.836009 7.097209 18.496275 14.840895 32.128628 10.739173 22.207623 36.260542 11.670127 10.935985 718.489513 475.136738 76.118995 68.889007 324.046941 52.970093 395.187343 414.099933 74.160999 146.702956 843.696086 423.4254
2898 1162.50709 733.785684 29.523408 211.035421 18.836885 87.462413 49.1974 48.038614 56.637537 13.684825 54.888504 20.675415 37.471349 39.271546 21.274215 110.595863 78.187143 13.517669 5.345558 13.474325 14.123489 33.560589 8.859445 17.5804 33.9617 12.305334 8.464067 666.392869 481.873833 105.395094 123.780522 350.458476 64.021291 413.905543 420.430233 129.614072 288.10095 800.274231 466.904859
2929 1133.14207 672.003585 28.236848 203.242314 21.667166 92.247251 47.359163 42.183282 71.287611 15.221197 70.456992 26.466503 39.669082 31.821679 21.476729 104.477262 86.707134 9.962062 4.945375 13.800984 20.044436 31.161767 11.163502 21.065764 38.222397 13.106736 11.736793 703.674574 507.690922 92.901122 94.58388 358.385099 62.750487 445.874175 476.672785 111.961355 203.694024 815.792926 488.560817
2973 840.091429 453.779792 33.834221 231.745316 21.530953 90.833668 40.31171 44.770289 73.107758 19.884646 83.324967 23.931632 43.778202 17.039633 30.242247 74.463224 102.585238 13.27609 7.751094 18.933368 19.540559 46.152382 6.440264 24.690889 38.87143 13.529824 9.834409 758.645324 617.537439 91.218347 86.857388 454.460362 59.010678 508.782988 553.041112 81.108816 182.512681 841.69928 586.268213
3013 971.069033 579.160504 24.413386 199.66596 16.369907 87.13009 39.716591 42.202161 60.190506 14.697786 61.912683 26.350452 48.488388 23.95914 26.450941 90.25829 99.823612 18.212786 7.11387 16.885749 15.792482 34.624509 9.313021 22.496806 33.614768 17.710116 9.693629 703.130304 572.51448 97.633911 116.188398 422.990485 62.364359 504.624291 552.702843 107.140537 210.741863 739.870998 558.198217
3014 809.883173 791.628727 18.172508 131.948753 16.342268 62.386878 33.832039 38.783297 35.855654 12.806164 40.661234 16.36337 24.240675 19.547533 13.639715 60.096798 62.860572 10.120748 3.883591 10.222112 13.364628 20.87846 4.485369 14.090892 20.561631 10.665519 5.527735 440.720982 333.727271 264.555225 499.537052 249.786496 243.851277 297.412356 322.107718 488.699498 1002.50695 483.261413 316.401561
3349 1159.4939 753.475703 24.156035 193.099231 18.156473 79.496296 46.577742 45.678693 62.697917 19.141919 56.13562 23.580026 33.087615 22.968936 24.840315 85.638956 67.658001 13.263002 8.655946 16.343957 14.108594 43.097319 8.516491 31.525869 31.985946 8.734756 6.035628 753.174588 406.149877 179.071379 186.478519 300.341006 134.325589 338.349063 346.134034 200.727412 316.533484 798.982274 386.999756
3354 443.71968 257.267993 40.144795 159.572829 12.577739 64.46697 27.077206 39.941118 51.33781 20.099695 64.391045 20.948409 30.370314 9.868463 22.458386 48.73287 155.552935 9.12194 5.726624 15.799395 14.988074 30.664161 6.501474 12.312254 35.39568 21.238929 9.906962 534.474575 760.271626 100.400372 139.054094 612.177268 74.545333 823.560512 851.502375 128.056531 269.604816 573.158178 748.428436
3438 786.473784 450.173232 27.157242 162.530806 14.967297 66.424174 25.334055 38.190672 47.316211 16.87208 56.418103 20.466499 30.159183 22.941055 19.771072 62.722433 145.945197 12.511238 3.745909 14.608758 15.696878 28.808647 8.120857 16.94614 33.889795 17.281613 16.060037 541.731661 686.190306 75.87791 68.21386 590.88594 52.196003 763.095881 786.695006 74.176431 119.992336 608.966753 715.862809
3489 807.007687 471.960356 34.215106 232.417493 20.473427 89.047028 49.70872 58.496153 74.753797 19.421908 72.323136 30.977237 45.342721 25.277377 29.986371 72.895317 110.105755 14.511592 5.67759 19.417538 19.68931 44.393811 7.874926 25.575782 42.040126 15.653155 10.937064 780.523314 606.101304 85.416501 79.508046 461.147225 54.593395 550.572058 537.882868 81.651501 138.797711 840.939982 578.103467
3494 1002.59458 584.545442 24.831384 176.485572 15.764971 77.482492 42.372767 44.446794 59.360268 11.667224 50.013854 19.178184 30.388273 25.288095 22.802702 88.438405 86.035678 14.213241 8.726031 14.518776 18.736337 30.032129 4.940756 18.00659 33.217797 14.069192 7.426122 627.603862 485.510821 152.409171 252.014253 343.211846 129.293419 432.047366 455.522537 236.314924 442.160065 684.282546 479.463392
3499 830.209897 445.873629 38.539373 225.468769 17.153727 72.549178 39.56888 46.881292 68.118112 18.381578 85.297194 23.382714 40.862587 23.573113 25.466728 75.495591 105.686769 15.118609 5.032302 18.772402 21.216441 36.386365 10.14332 20.703447 30.881981 13.358469 8.508501 717.514933 629.428801 90.212002 95.203291 442.393791 57.710251 563.738847 590.774419 98.666145 174.953634 818.861122 603.329648
3509 875.650261 523.566139 33.33986 211.725406 13.477777 82.335193 44.340001 50.843322 72.238308 19.624492 75.07451 25.755509 39.505109 19.954284 25.770326 86.562585 108.887105 12.353353 6.25459 18.321161 16.758098 40.014856 8.217186 23.712763 30.344135 14.768709 11.114298 737.682539 576.749549 100.247872 97.037543 433.676235 65.098319 510.347595 527.275744 108.543391 204.690916 844.58118 548.977643
3544 405.326353 478.618978 13.348827 70.774259 7.826183 26.904231 18.158107 16.308655 18.860103 7.202299 21.882794 7.752929 12.289664 11.146945 7.155837 36.304708 36.650699 5.684702 2.121571 4.85547 6.493233 11.942278 2.60132 13.409768 11.987804 6.523298 6.925073 262.535039 192.018619 467.924835 842.485795 145.13501 442.885677 186.279363 182.223964 973.849548 1831.8024 260.408831 188.812699
3570 1398.49871 833.178777 25.898645 197.579354 19.528474 94.925494 61.202262 39.978729 61.866352 14.558008 57.769745 27.592098 35.8348 36.310141 20.58274 93.308001 79.330307 13.089661 5.033368 15.387208 21.367746 35.755818 11.000038 19.364287 29.444379 10.506838 7.445647 717.350286 459.660623 92.645993 80.215093 311.251497 60.134641 382.152569 382.602857 89.857961 194.834898 807.926284 400.447538
3641 543.839062 517.474096 17.326425 92.251303 6.799345 31.669419 25.779088 23.06123 27.573742 9.673014 33.527417 10.843726 17.644517 8.916653 8.419201 46.71304 45.074964 6.733594 4.079014 7.774479 10.89653 23.255877 3.760392 9.98536 16.988521 9.107439 3.279116 345.090719 290.690409 398.371806 710.253777 190.13581 348.664466 259.03572 237.318787 771.516309 1520.60945 355.375971 255.908079
3913 300.564548 268.519608 18.33696 99.494365 7.189475 30.883835 16.814451 22.489819 33.829197 14.119926 51.725948 13.468531 16.510196 5.591291 14.160523 23.579416 130.79012 6.764253 3.113425 11.20373 9.080428 22.376156 3.1048 7.573486 23.810487 15.639777 10.312741 313.234526 526.631783 289.330901 542.869853 496.13993 283.811943 567.867258 617.45678 539.030697 971.920434 322.131444 593.944816
3952 364.234842 268.238955 22.361601 113.57225 8.99834 40.719981 17.603945 27.993132 35.490232 19.000172 47.95292 16.308843 20.51034 7.472427 13.903773 31.532946 137.062902 5.206297 3.548222 11.924574 9.891434 21.206514 7.639776 8.020159 25.539707 22.636971 12.66836 365.571555 615.187057 214.477562 358.938878 534.282871 180.935451 746.53659 782.643221 379.592045 689.17874 403.937767 652.896516
4104 955.725469 525.17674 33.032579 222.598981 18.078142 84.757679 46.092388 50.604161 65.886844 21.248392 65.915637 28.695405 39.557263 18.092798 25.775199 75.446073 108.430355 17.835878 6.472847 19.862938 17.760809 32.379149 10.913277 22.337812 41.297222 11.303879 9.327544 720.474335 623.889276 82.43273 64.461252 432.088774 48.743139 550.968592 572.20887 63.033609 110.400776 825.278948 576.832101
4126 1539.4348 856.578349 28.377416 206.154755 14.164791 91.214081 49.868377 41.797855 61.589609 12.67869 53.194437 24.307743 41.982746 35.325035 20.30989 108.149868 73.387402 13.13706 5.856777 16.421761 15.554228 31.170454 10.669833 28.021638 36.796829 9.222909 7.199243 728.713796 430.824864 73.116488 54.913669 305.514837 44.337725 374.169977 361.851959 57.52581 123.812401 848.808063 409.2617
4160 792.612973 459.289334 34.897578 218.544686 18.332437 87.901884 51.998345 51.2068 65.931149 25.532972 75.859694 25.59456 40.641786 23.466888 23.964311 81.220098 121.283118 17.7377 5.253839 15.545556 17.935123 34.126083 10.717181 23.090492 39.670015 15.643001 9.195975 751.735649 654.477882 82.293961 84.709802 453.131744 55.431231 541.247725 594.1174 82.071073 141.97437 805.916427 611.117028
4185 741.193525 352.097336 36.992861 253.42985 19.890183 80.359368 44.642967 54.576365 81.342265 21.542904 80.555142 32.157396 46.835057 21.370758 31.344041 81.548962 104.53229 17.707213 7.17952 19.967817 18.07119 44.24462 10.606386 25.819577 42.999151 15.497726 9.668124 773.963661 684.743825 67.178479 59.955877 481.121149 47.690669 572.611039 598.303594 61.281073 119.819161 862.191948 620.384786
4206 1161.34435 616.366268 30.497165 203.852127 17.767097 93.814676 43.698236 46.176881 69.142286 21.216303 62.101918 25.18173 34.973895 27.973084 28.887619 114.352981 81.131676 17.115185 5.179939 19.115346 21.059203 34.624596 7.186817 22.665765 36.565639 14.673859 8.214647 725.267559 561.992315 82.367916 67.099012 375.528126 58.782253 480.644386 492.740018 72.834267 147.889158 821.42544 493.968133
4255 1312.81799 775.229859 25.777787 194.628061 20.914127 94.861571 54.174447 42.922276 66.414112 12.091101 57.121202 22.152097 35.65866 43.689911 22.88118 97.34773 74.563614 13.706631 7.735426 17.437358 14.458746 34.449292 9.285245 23.455348 29.57841 10.452421 6.835854 697.856022 461.960445 109.497761 106.531739 322.79304 70.444055 409.594096 416.42261 105.612688 189.369262 800.243442 434.452258
4344 1438.97587 804.724189 29.822328 205.737246 18.43992 91.516571 67.067397 44.708465 59.190316 14.559119 68.117758 19.951202 39.834528 32.783835 19.938418 114.549889 68.574175 12.50904 7.170519 24.597207 17.530092 33.405557 9.280276 26.990598 33.367662 12.459062 4.858819 743.438495 432.891181 89.576336 65.850054 307.54875 60.461214 352.562752 380.342982 87.284632 181.660641 828.576363 394.564404
4397 770.979262 422.868995 35.02754 226.596502 19.751131 88.955038 37.769757 52.208599 68.433162 17.626799 72.451307 29.935859 42.401503 23.683824 27.285902 77.146401 105.392251 16.845003 5.42846 18.799763 20.891849 40.123844 9.161657 23.12329 43.482948 17.651885 9.367409 763.953964 681.407374 71.833904 60.141002 469.94404 45.762856 559.171589 604.62088 67.214296 103.777578 828.636224 665.564219
4466 802.006544 546.46606 20.704905 156.494809 12.920594 66.483828 50.22659 39.536887 53.35838 10.6371 52.359948 22.082243 34.117258 13.703296 24.515591 54.188552 64.017744 9.477114 6.652541 14.399176 11.718685 28.952892 7.543823 16.869889 30.463599 13.565973 6.179481 588.788382 431.546573 277.065096 369.869358 292.338736 212.420069 383.101257 410.133539 401.695661 677.968974 613.222566 417.624156
FG1 1283.43342 810.498647 26.17956 189.266858 17.265691 91.358578 57.001454 48.197778 63.720828 14.157129 51.142254 25.033321 37.670199 35.248959 27.155738 118.433545 78.476456 13.434549 5.142808 16.839454 19.009835 33.444684 9.840726 22.524946 29.433871 15.244498 6.842269 721.653537 469.303718 95.356922 84.345834 329.170156 67.973531 405.646484 399.056145 96.505955 170.551644 832.175795 427.680094
FG89 976.744886 551.561418 31.392705 223.955902 19.491535 75.863383 39.061752 51.612676 69.555538 16.151629 67.148672 27.435656 44.199748 15.4844 27.94863 98.542561 106.528612 19.176705 6.088373 18.149199 16.683038 36.002007 8.991427 21.551762 43.968897 17.755434 9.489733 758.485219 609.503623 77.477283 65.937715 427.387437 46.582615 502.348004 521.440992 69.33133 108.147938 867.648112 550.591325
FG112 1262.50121 722.231482 28.546802 196.940337 22.619819 94.915524 57.656242 53.370041 57.681743 17.498928 54.121176 24.884158 42.510681 41.726375 20.654537 90.872692 91.370303 13.876922 7.374899 15.618964 21.018034 29.551197 13.308433 20.736658 39.646981 11.74947 9.011515 735.72033 466.594476 84.909439 70.52325 328.733454 49.596736 456.140587 467.376546 90.026737 168.941036 781.48383 483.376321
FG134 1263.64369 786.123845 27.868276 191.248741 15.401208 80.983278 48.693911 52.601197 59.378199 14.125747 55.991276 31.288967 39.793236 29.091848 26.107621 101.95972 74.050048 15.546906 6.789957 14.922042 22.246969 41.414951 9.936307 22.214988 33.146105 9.071745 8.375565 702.045502 426.194029 144.606894 121.957464 318.771108 103.221854 372.938554 397.567087 146.891198 243.857762 780.474511 404.875557
FG151 869.087004 462.472496 30.161424 215.443456 19.920065 87.811994 36.435699 52.083008 73.533945 17.590016 80.834492 23.497197 51.708768 23.581594 28.575885 90.073468 111.312972 16.003542 9.965669 20.575082 20.011337 43.350331 8.651996 24.555416 46.219028 15.805717 9.817233 775.024479 600.676167 76.751987 77.394211 441.983503 55.528211 536.647467 534.043789 77.403495 116.783423 886.930024 577.172259
S26 1086.91957 659.652958 25.829882 205.825254 21.728236 86.764065 61.720876 49.418859 66.634677 13.617297 68.551189 21.576882 41.941779 28.558511 24.170753 102.411713 91.410276 14.214415 7.40698 19.81688 15.777218 37.046199 6.540782 19.777459 43.554096 10.796852 7.915025 701.932388 526.05024 89.171912 81.179059 384.78565 56.389849 452.072555 504.84767 103.530734 186.376272 801.970853 517.532007
S49 726.683387 590.544395 18.89415 116.266966 9.551521 45.587271 21.315403 28.53907 39.841307 8.846987 33.587172 15.3551 21.305531 12.614493 15.41051 53.953082 47.047607 11.040209 4.76566 12.467439 10.779856 25.615372 4.967196 15.109733 19.667087 7.127298 4.495202 508.67606 260.25343 377.209202 582.605895 190.565969 328.770032 236.042719 244.647781 631.800826 1160.17087 552.584202 250.711861
S206 1310.758 804.360194 28.722285 198.25053 16.693587 89.968481 61.001176 55.863178 59.776559 15.27349 62.792063 24.10438 39.436025 22.460405 25.789269 119.415281 80.659223 12.389069 7.258352 21.458726 15.701131 29.566931 10.770381 30.214482 36.592671 11.184745 7.580713 698.686851 475.446459 91.085849 79.1256 325.093091 64.687807 383.647515 419.614 86.17037 173.689992 826.633634 423.495348
S239 791.946685 428.700447 34.080519 194.809386 21.862283 88.966961 31.698802 44.316459 74.808126 19.735288 78.552425 24.90627 42.018839 17.379419 28.401061 69.12584 105.124625 13.586559 4.978386 19.849965 27.433649 36.852427 6.469935 23.032869 38.954235 17.699342 10.231353 713.865707 622.350714 98.268942 131.826912 451.470922 74.266163 537.307488 553.476468 121.317101 241.077798 801.74204 602.92545
S241 1056.14203 597.089633 34.6225 204.402788 15.169936 79.148216 44.312261 53.310324 63.239435 12.797233 63.393371 24.321131 39.927656 16.318643 23.039975 89.447124 99.996144 12.460552 4.669678 16.786081 15.81147 33.372694 5.951317 21.783299 32.662662 9.017044 13.432364 683.672238 525.207903 116.423048 117.691828 389.368416 82.308661 461.468494 498.552194 147.394173 288.701692 749.149486 502.854171
S274 1076.0022 667.702985 30.464718 215.227991 22.907513 105.333117 56.244914 51.503236 65.812271 15.728608 70.130905 23.611237 40.313843 23.743353 25.616102 98.744626 87.942013 14.195674 7.196481 22.513979 15.392745 39.431989 10.176725 27.895669 38.230262 10.868833 10.427265 757.237462 503.012011 80.819939 80.175333 377.471167 62.258478 448.995466 450.723861 97.978771 165.371995 863.472266 484.541872
S278 1008.90205 546.600696 32.191525 218.877541 19.287805 91.395895 40.357657 52.388934 67.61497 18.156051 68.037414 25.746353 39.799569 28.247204 23.191294 89.438393 101.865839 13.896019 7.046889 15.695581 22.789319 33.440086 7.643199 19.031822 46.006669 18.193051 7.783502 705.49935 601.256941 74.474277 53.330213 433.948564 42.290333 564.587053 579.450697 64.123524 110.563134 776.122851 576.145603
S279 1114.87838 625.126128 28.011085 212.152715 17.181531 78.810439 44.673767 52.676475 61.030074 14.469621 65.042523 22.110942 40.200655 31.471634 24.006024 94.829636 87.689012 13.841177 6.232812 18.884831 16.45511 36.549801 6.07739 28.139796 41.940974 15.308528 5.137575 693.640593 579.345764 83.138518 76.029652 368.42 55.068638 482.66941 540.08199 85.177872 157.625111 803.017775 518.273907
S282 1239.59603 791.77528 24.304581 188.958046 13.674342 73.88931 41.760454 46.268889 60.252141 12.503105 56.29907 26.651288 38.546773 23.411899 27.806649 84.94585 67.879627 15.31431 6.154669 18.409072 16.3825 33.818913 10.059171 21.055755 34.515495 10.685313 5.446527 754.080957 394.817481 188.65519 156.662859 303.035448 120.338065 360.290232 357.511106 195.72114 255.056962 795.385311 373.498041
S287 1178.69233 699.285531 33.009505 216.784858 16.23875 96.347995 46.903148 55.285194 70.382493 15.866615 57.993366 22.938087 41.818254 27.259088 22.449216 105.521754 87.385456 14.635351 7.869643 11.686015 18.656683 30.553226 7.929671 30.82693 25.641396 11.758509 6.802256 716.943229 504.617322 89.626983 94.327805 352.939424 53.142513 434.784215 471.202937 96.861994 176.651952 817.697634 476.100527
S377 827.412883 759.938574 21.209792 133.006181 11.448851 73.374057 29.694468 28.195088 38.166571 11.705755 51.006887 17.91535 31.774732 14.322232 15.698642 69.555172 70.379407 9.338394 3.221902 12.031797 12.331249 22.111179 6.907277 16.319497 24.257147 6.870025 5.295921 528.011931 378.334269 234.883515 412.371536 259.893843 210.304379 320.134757 339.036992 402.545439 915.176303 577.842852 343.393022
S393 733.13408 353.55932 44.879458 242.371483 15.992366 94.612597 35.370603 56.40643 74.536222 21.310375 90.23935 34.283455 49.243325 18.942999 34.773868 77.740637 122.16702 12.698269 7.078174 22.368207 17.776984 44.633016 10.455554 23.549938 43.335859 17.848032 10.483484 807.261984 673.428415 64.724827 54.842344 463.275328 42.063857 570.100354 584.779903 57.206725 73.269826 897.15457 647.518631
S404 719.613791 588.866954 23.509473 165.229762 16.096532 70.459149 38.857356 34.562703 48.590632 17.306523 43.842566 16.627665 25.158745 17.944813 19.146153 70.296613 67.368237 10.090363 5.378245 14.495835 13.084009 30.042863 6.760295 15.867399 29.717507 8.361147 6.455411 535.552908 369.50507 272.415462 440.29076 278.845605 236.561901 333.746947 341.43382 444.075184 929.933027 590.953402 348.373022
