IID	GB	KE	Family	Name_number
1844	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
1855	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
1909	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
1912	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
1933	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2066	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2091	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2107	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2288	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2290	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2298	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2417	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2500	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2679	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2688	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2704	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2714	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2804	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2810	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2817	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2833	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2834	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2840	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2878	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2899	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2900	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2905	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2932	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2962	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
2995	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3028	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3044	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3048	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3212	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3358	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3368	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3410	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3428	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3430	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3432	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3483	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3485	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3506	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3528	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3569	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3572	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3620	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3626	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3633	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3675	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3680	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3722	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3727	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3926	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3969	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3971	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3989	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
3991	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
4001	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
4008	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
4010	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
4025	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
4031	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
4074	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
4201	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
4231	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
4232	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
4233	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
4261	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
4282	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
4405	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
FG6	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
FG31	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
FG63	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
FG129	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S19	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S34	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S39	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S62	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S69	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S79	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S80	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S88	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S90	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S106	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S124	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S128	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S131	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S144	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S180	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S269	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S360	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S395	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S406	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S409	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S414	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S433	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S465	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S496	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
202	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
1644	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
1850	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
2055	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
2433	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
3869	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
S132	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
S294	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
404	Dubai_Emirati	Dubai_Emirati	Almarashda	Other
726	Dubai_Emirati	Dubai_Emirati	Almarashda	Other
2242	Dubai_Emirati	Dubai_Emirati	Almarashda	Other
4418	Dubai_Emirati	Dubai_Emirati	Almarashda	Other
S222	Dubai_Emirati	Dubai_Emirati	Almarashda	Other
222	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarri	Other
1558	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarri	Other
2920	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarri	Other
FG8	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarri	Other
S77	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarri	Other
427	Dubai_Emirati	Dubai_Emirati	Almarshoodi	Other
458	Dubai_Emirati	Dubai_Emirati	Almatrooshi	Other
3488	Dubai_Emirati	Dubai_Emirati	Almatrooshi	Other
S382	Dubai_Emirati	Dubai_Emirati	Almatrooshi	Other
13	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
68	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
73	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
180	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
195	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
350	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
384	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
415	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
416	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
495	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
536	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
569	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
571	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
616	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
634	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
798	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
927	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
960	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1018	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1070	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1251	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1270	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1337	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1463	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1642	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1646	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1762	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1885	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1955	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
2432	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
2485	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
2547	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
2557	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
2574	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
2895	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
2941	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
3070	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
3261	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
3293	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
3313	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
3590	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
3897	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
3912	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4034	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4054	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4125	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4130	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4184	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4235	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4267	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4268	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4284	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4437	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4447	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
FG155	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S20	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S45	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S192	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S218	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S283	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S311	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S379	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S387	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S425	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S429	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S451	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
132	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
1035	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
1587	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
1709	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
1781	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
1871	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2015	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2214	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2365	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2400	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2401	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2516	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2569	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2662	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
3020	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
3411	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
3422	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
3597	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
3671	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
3968	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
3994	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
4048	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
4122	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
4338	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
FG144	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S27	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S114	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S193	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S224	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S268	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S334	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S415	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S473	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
1366	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
1685	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
2119	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
2894	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
3318	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
3426	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
3458	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
S208	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
S209	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
2385	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almesafri	Other
S457	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almesafri	Other
244	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almesmari	Other
1700	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almesmari	Other
2406	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almesmari	Other
2968	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almesmari	Other
S291	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almesmari	Other
1659	Dubai_Emirati	Dubai_Emirati	Almuaini	Other
3308	Dubai_Emirati	Dubai_Emirati	Almuaini	Other
3457	Dubai_Emirati	Dubai_Emirati	Almuaini	Other
525	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
1094	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
2161	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
2422	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
2490	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
4123	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
4440	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
S137	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
724	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alnahdi	Other
1458	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alnahdi	Other
3614	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alnahdi	Other
3923	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alnahdi	Other
117	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
161	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
198	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
281	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
323	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1255	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1411	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1561	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1608	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1617	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1758	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1857	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1897	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1965	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2088	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2297	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2399	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2423	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2649	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2694	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2698	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2803	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2910	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2966	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2981	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3003	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3235	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3387	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3479	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3576	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3653	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3656	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3666	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3694	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3732	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3888	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3906	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3964	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3976	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
4177	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
4423	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
4429	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
4435	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
FG5	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
FG54	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
FG114	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
S7	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
S25	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
S57	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
S111	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
S324	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
306	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
1464	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
1492	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
