IID	GB	KE	Family	Name_number
GS000016903-ASM	Latvia	Eastern_Europe		
GS000016904-ASM	Lithuania	Eastern_Europe		
GS000016905-ASM	Lithuania	Eastern_Europe		
GS000016919-ASM	Estonia	Eastern_Europe		
GS000016964-ASM	India	South_Asia		
GS000016965-ASM	India	South_Asia		
GS000016966-ASM	India	South_Asia		
GS000017146-ASM	India	South_Asia		
GS000017169-ASM	Lebanon	Levant		
GS000017199-ASM	Estonia	Eastern_Europe		
GS000017206-ASM	Estonia	Eastern_Europe		
GS000017208-ASM	Estonia	Eastern_Europe		
GS000017209-ASM	Estonia	Eastern_Europe		
GS000017210-ASM	Estonia	Eastern_Europe		
GS000035021-ASM	Albania	South_Eastern_Europe		
GS000035027-ASM	Latvia	Eastern_Europe		
GS000035028-ASM	Uzbekistan	Western_Asia		
GS000035029-ASM	Uzbekistan	Western_Asia		
GS000035030-ASM	Uzbekistan	Western_Asia		
GS000035034-ASM	Bangladesh	South_Asia		
GS000035035-ASM	Bangladesh	South_Asia		
GS000035036-ASM	Bangladesh	South_Asia		
GS000035037-ASM	Nepal	South_Asia		
GS000035038-ASM	Nepal	South_Asia		
GS000035039-ASM	India	South_Asia		
GS000035040-ASM	Lithuania	Eastern_Europe		
GS000035113-ASM	Russia	Russian_Caucasus		
GS000035114-ASM	Russia	Russian_Caucasus		
GS000035115-ASM	Russia	Russian_Caucasus		
GS000035118-ASM	Uzbekistan	Western_Asia		
GS000035119-ASM	Uzbekistan	Western_Asia		
GS000035120-ASM	Uzbekistan	Western_Asia		
GS000035121-ASM	Ukraine	Eastern_Europe		
GS000035122-ASM	India	South_Asia		
GS000035123-ASM	India	South_Asia		
GS000035124-ASM	Armenia	Caucasus		
GS000035125-ASM	Armenia	Caucasus		
GS000035126-ASM	Armenia	Caucasus		
GS000035127-ASM	Kazakhstan	Western_Asia		
GS000035147-ASM	Albania	South_Eastern_Europe		
GS000035148-ASM	Latvia	Eastern_Europe		
GS000035150-ASM	Georgia	Caucasus		
GS000035173-ASM	Armenia	Caucasus		
GS000035174-ASM	Ukraine	Eastern_Europe		
GS000035175-ASM	Ukraine	Eastern_Europe		
GS000035176-ASM	Ukraine	Eastern_Europe		
GS000035177-ASM	Ukraine	Eastern_Europe		
GS000035178-ASM	Ukraine	Eastern_Europe		
GS000035237-ASM	Russia	Russian_Caucasus		
GS000035238-ASM	Ukraine	Eastern_Europe		
GS000035239-ASM	Ukraine	Eastern_Europe		
GS000035241-ASM	Belarus	Eastern_Europe		
GS000035243-ASM	Russia	Russian_Caucasus		
GS000035434-ASM	Albania	South_Eastern_Europe		
GS000035685-ASM	Georgia	Caucasus		
HG01500	IBS_Spain	IBS_Spain		
HG01501	IBS_Spain	IBS_Spain		
HG01503	IBS_Spain	IBS_Spain		
HG01504	IBS_Spain	IBS_Spain		
HG01506	IBS_Spain	IBS_Spain		
HG01507	IBS_Spain	IBS_Spain		
HG01509	IBS_Spain	IBS_Spain		
HG01510	IBS_Spain	IBS_Spain		
HG01512	IBS_Spain	IBS_Spain		
HG01513	IBS_Spain	IBS_Spain		
HG01515	IBS_Spain	IBS_Spain		
HG01516	IBS_Spain	IBS_Spain		
HG01518	IBS_Spain	IBS_Spain		
HG01519	IBS_Spain	IBS_Spain		
HG01521	IBS_Spain	IBS_Spain		
HG01522	IBS_Spain	IBS_Spain		
HG01524	IBS_Spain	IBS_Spain		
HG01525	IBS_Spain	IBS_Spain		
HG01527	IBS_Spain	IBS_Spain		
HG01528	IBS_Spain	IBS_Spain		
HG01530	IBS_Spain	IBS_Spain		
HG01531	IBS_Spain	IBS_Spain		
HG01536	IBS_Spain	IBS_Spain		
HG01537	IBS_Spain	IBS_Spain		
HG01583	PJL_Pakistan	PJL_Pakistan		
HG01586	PJL_Pakistan	PJL_Pakistan		
HG01589	PJL_Pakistan	PJL_Pakistan		
HG01593	PJL_Pakistan	PJL_Pakistan		
HG01602	IBS_Spain	IBS_Spain		
HG01603	IBS_Spain	IBS_Spain		
HG01605	IBS_Spain	IBS_Spain		
HG01606	IBS_Spain	IBS_Spain		
HG01607	IBS_Spain	IBS_Spain		
HG01608	IBS_Spain	IBS_Spain		
HG01610	IBS_Spain	IBS_Spain		
HG01612	IBS_Spain	IBS_Spain		
HG01613	IBS_Spain	IBS_Spain		
HG01615	IBS_Spain	IBS_Spain		
HG01617	IBS_Spain	IBS_Spain		
HG01618	IBS_Spain	IBS_Spain		
HG01619	IBS_Spain	IBS_Spain		
HG01620	IBS_Spain	IBS_Spain		
HG01623	IBS_Spain	IBS_Spain		
HG01624	IBS_Spain	IBS_Spain		
HG01625	IBS_Spain	IBS_Spain		
HG01626	IBS_Spain	IBS_Spain		
HG01628	IBS_Spain	IBS_Spain		
HG01630	IBS_Spain	IBS_Spain		
HG01631	IBS_Spain	IBS_Spain		
HG01632	IBS_Spain	IBS_Spain		
HG01668	IBS_Spain	IBS_Spain		
HG01669	IBS_Spain	IBS_Spain		
HG01670	IBS_Spain	IBS_Spain		
HG01672	IBS_Spain	IBS_Spain		
HG01673	IBS_Spain	IBS_Spain		
HG01675	IBS_Spain	IBS_Spain		
HG01676	IBS_Spain	IBS_Spain		
HG01678	IBS_Spain	IBS_Spain		
HG01679	IBS_Spain	IBS_Spain		
HG01680	IBS_Spain	IBS_Spain		
HG01682	IBS_Spain	IBS_Spain		
HG01684	IBS_Spain	IBS_Spain		
HG01685	IBS_Spain	IBS_Spain		
HG01686	IBS_Spain	IBS_Spain		
HG01694	IBS_Spain	IBS_Spain		
HG01695	IBS_Spain	IBS_Spain		
HG01697	IBS_Spain	IBS_Spain		
HG01699	IBS_Spain	IBS_Spain		
HG01700	IBS_Spain	IBS_Spain		
HG01702	IBS_Spain	IBS_Spain		
HG01704	IBS_Spain	IBS_Spain		
HG01705	IBS_Spain	IBS_Spain		
HG01707	IBS_Spain	IBS_Spain		
HG01708	IBS_Spain	IBS_Spain		
HG01709	IBS_Spain	IBS_Spain		
HG01710	IBS_Spain	IBS_Spain		
HG01746	IBS_Spain	IBS_Spain		
HG01747	IBS_Spain	IBS_Spain		
HG01756	IBS_Spain	IBS_Spain		
HG01757	IBS_Spain	IBS_Spain		
HG01761	IBS_Spain	IBS_Spain		
HG01762	IBS_Spain	IBS_Spain		
HG01765	IBS_Spain	IBS_Spain		
HG01766	IBS_Spain	IBS_Spain		
HG01767	IBS_Spain	IBS_Spain		
HG01768	IBS_Spain	IBS_Spain		
HG01770	IBS_Spain	IBS_Spain		
HG01771	IBS_Spain	IBS_Spain		
HG01773	IBS_Spain	IBS_Spain		
HG01775	IBS_Spain	IBS_Spain		
HG01776	IBS_Spain	IBS_Spain		
HG01777	IBS_Spain	IBS_Spain		
HG01779	IBS_Spain	IBS_Spain		
HG01781	IBS_Spain	IBS_Spain		
HG01783	IBS_Spain	IBS_Spain		
HG01784	IBS_Spain	IBS_Spain		
HG01785	IBS_Spain	IBS_Spain		
HG01786	IBS_Spain	IBS_Spain		
HG02219	IBS_Spain	IBS_Spain		
HG02220	IBS_Spain	IBS_Spain		
HG02221	IBS_Spain	IBS_Spain		
HG02223	IBS_Spain	IBS_Spain		
HG02224	IBS_Spain	IBS_Spain		
HG02230	IBS_Spain	IBS_Spain		
HG02231	IBS_Spain	IBS_Spain		
HG02232	IBS_Spain	IBS_Spain		
HG02233	IBS_Spain	IBS_Spain		
HG02235	IBS_Spain	IBS_Spain		
HG02236	IBS_Spain	IBS_Spain		
HG02238	IBS_Spain	IBS_Spain		
HG02239	IBS_Spain	IBS_Spain		
HG02461	GWD_Gambia	GWD_Gambia		
HG02462	GWD_Gambia	GWD_Gambia		
HG02464	GWD_Gambia	GWD_Gambia		
HG02465	GWD_Gambia	GWD_Gambia		
HG02490	PJL_Pakistan	PJL_Pakistan		
HG02491	PJL_Pakistan	PJL_Pakistan		
HG02493	PJL_Pakistan	PJL_Pakistan		
HG02494	PJL_Pakistan	PJL_Pakistan		
HG02561	GWD_Gambia	GWD_Gambia		
HG02562	GWD_Gambia	GWD_Gambia		
HG02568	GWD_Gambia	GWD_Gambia		
HG02570	GWD_Gambia	GWD_Gambia		
HG02571	GWD_Gambia	GWD_Gambia		
HG02573	GWD_Gambia	GWD_Gambia		
HG02574	GWD_Gambia	GWD_Gambia		
HG02582	GWD_Gambia	GWD_Gambia		
HG02583	GWD_Gambia	GWD_Gambia		
HG02585	GWD_Gambia	GWD_Gambia		
HG02586	GWD_Gambia	GWD_Gambia		
HG02588	GWD_Gambia	GWD_Gambia		
HG02589	GWD_Gambia	GWD_Gambia		
HG02594	GWD_Gambia	GWD_Gambia		
HG02595	GWD_Gambia	GWD_Gambia		
HG02597	PJL_Pakistan	PJL_Pakistan		
HG02600	PJL_Pakistan	PJL_Pakistan		
HG02601	PJL_Pakistan	PJL_Pakistan		
HG02603	PJL_Pakistan	PJL_Pakistan		
HG02604	PJL_Pakistan	PJL_Pakistan		
HG02610	GWD_Gambia	GWD_Gambia		
HG02611	GWD_Gambia	GWD_Gambia		
HG02613	GWD_Gambia	GWD_Gambia		
HG02614	GWD_Gambia	GWD_Gambia		
HG02620	GWD_Gambia	GWD_Gambia		
HG02621	GWD_Gambia	GWD_Gambia		
HG02623	GWD_Gambia	GWD_Gambia		
HG02624	GWD_Gambia	GWD_Gambia		
HG02628	GWD_Gambia	GWD_Gambia		
HG02629	GWD_Gambia	GWD_Gambia		
HG02634	GWD_Gambia	GWD_Gambia		
HG02635	GWD_Gambia	GWD_Gambia		
HG02642	GWD_Gambia	GWD_Gambia		
HG02643	GWD_Gambia	GWD_Gambia		
HG02645	GWD_Gambia	GWD_Gambia		
HG02646	GWD_Gambia	GWD_Gambia		
HG02648	PJL_Pakistan	PJL_Pakistan		
HG02649	PJL_Pakistan	PJL_Pakistan		
HG02651	PJL_Pakistan	PJL_Pakistan		
HG02652	PJL_Pakistan	PJL_Pakistan		
HG02654	PJL_Pakistan	PJL_Pakistan		
HG02655	PJL_Pakistan	PJL_Pakistan		
HG02657	PJL_Pakistan	PJL_Pakistan		
HG02658	PJL_Pakistan	PJL_Pakistan		
HG02660	PJL_Pakistan	PJL_Pakistan		
HG02661	PJL_Pakistan	PJL_Pakistan		
HG02666	GWD_Gambia	GWD_Gambia		
HG02667	GWD_Gambia	GWD_Gambia		
HG02675	GWD_Gambia	GWD_Gambia		
HG02676	GWD_Gambia	GWD_Gambia		
HG02678	GWD_Gambia	GWD_Gambia		
HG02679	GWD_Gambia	GWD_Gambia		
HG02681	PJL_Pakistan	PJL_Pakistan		
HG02682	PJL_Pakistan	PJL_Pakistan		
HG02684	PJL_Pakistan	PJL_Pakistan		
HG02685	PJL_Pakistan	PJL_Pakistan		
HG02687	PJL_Pakistan	PJL_Pakistan		
HG02688	PJL_Pakistan	PJL_Pakistan		
HG02690	PJL_Pakistan	PJL_Pakistan		
HG02691	PJL_Pakistan	PJL_Pakistan		
HG02694	PJL_Pakistan	PJL_Pakistan		
HG02696	PJL_Pakistan	PJL_Pakistan		
HG02697	PJL_Pakistan	PJL_Pakistan		
HG02699	PJL_Pakistan	PJL_Pakistan		
HG02700	PJL_Pakistan	PJL_Pakistan		
HG02702	GWD_Gambia	GWD_Gambia		
HG02703	GWD_Gambia	GWD_Gambia		
HG02715	GWD_Gambia	GWD_Gambia		
HG02716	GWD_Gambia	GWD_Gambia		
HG02721	GWD_Gambia	GWD_Gambia		
HG02722	GWD_Gambia	GWD_Gambia		
HG02724	PJL_Pakistan	PJL_Pakistan		
HG02725	PJL_Pakistan	PJL_Pakistan		
HG02727	PJL_Pakistan	PJL_Pakistan		
HG02728	PJL_Pakistan	PJL_Pakistan		
HG02731	PJL_Pakistan	PJL_Pakistan		
HG02733	PJL_Pakistan	PJL_Pakistan		
HG02734	PJL_Pakistan	PJL_Pakistan		
HG02736	PJL_Pakistan	PJL_Pakistan		
HG02737	PJL_Pakistan	PJL_Pakistan		
HG02756	GWD_Gambia	GWD_Gambia		
HG02757	GWD_Gambia	GWD_Gambia		
HG02759	GWD_Gambia	GWD_Gambia		
HG02760	GWD_Gambia	GWD_Gambia		
HG02763	GWD_Gambia	GWD_Gambia		
HG02768	GWD_Gambia	GWD_Gambia		
HG02769	GWD_Gambia	GWD_Gambia		
HG02771	GWD_Gambia	GWD_Gambia		
HG02772	GWD_Gambia	GWD_Gambia		
HG02774	PJL_Pakistan	PJL_Pakistan		
HG02775	PJL_Pakistan	PJL_Pakistan		
HG02778	PJL_Pakistan	PJL_Pakistan		
HG02780	PJL_Pakistan	PJL_Pakistan		
HG02783	PJL_Pakistan	PJL_Pakistan		
HG02784	PJL_Pakistan	PJL_Pakistan		
HG02786	PJL_Pakistan	PJL_Pakistan		
HG02787	PJL_Pakistan	PJL_Pakistan		
HG02789	PJL_Pakistan	PJL_Pakistan		
HG02790	PJL_Pakistan	PJL_Pakistan		
HG02792	PJL_Pakistan	PJL_Pakistan		
HG02793	PJL_Pakistan	PJL_Pakistan		
HG02798	GWD_Gambia	GWD_Gambia		
HG02799	GWD_Gambia	GWD_Gambia		
HG02804	GWD_Gambia	GWD_Gambia		
HG02805	GWD_Gambia	GWD_Gambia		
HG02807	GWD_Gambia	GWD_Gambia		
HG02808	GWD_Gambia	GWD_Gambia		
HG02810	GWD_Gambia	GWD_Gambia		
HG02811	GWD_Gambia	GWD_Gambia		
HG02813	GWD_Gambia	GWD_Gambia		
HG02814	GWD_Gambia	GWD_Gambia		
HG02816	GWD_Gambia	GWD_Gambia		
HG02817	GWD_Gambia	GWD_Gambia		
HG02819	GWD_Gambia	GWD_Gambia		
HG02820	GWD_Gambia	GWD_Gambia		
HG02836	GWD_Gambia	GWD_Gambia		
HG02837	GWD_Gambia	GWD_Gambia		
HG02839	GWD_Gambia	GWD_Gambia		
HG02840	GWD_Gambia	GWD_Gambia		
HG02851	GWD_Gambia	GWD_Gambia		
HG02852	GWD_Gambia	GWD_Gambia		
HG02854	GWD_Gambia	GWD_Gambia		
HG02855	GWD_Gambia	GWD_Gambia		
HG02860	GWD_Gambia	GWD_Gambia		
HG02861	GWD_Gambia	GWD_Gambia		
HG02870	GWD_Gambia	GWD_Gambia		
HG02878	GWD_Gambia	GWD_Gambia		
HG02879	GWD_Gambia	GWD_Gambia		
HG02881	GWD_Gambia	GWD_Gambia		
HG02882	GWD_Gambia	GWD_Gambia		
HG02884	GWD_Gambia	GWD_Gambia		
HG02885	GWD_Gambia	GWD_Gambia		
HG02887	GWD_Gambia	GWD_Gambia		
HG02888	GWD_Gambia	GWD_Gambia		
HG02890	GWD_Gambia	GWD_Gambia		
HG02891	GWD_Gambia	GWD_Gambia		
HG02895	GWD_Gambia	GWD_Gambia		
HG02896	GWD_Gambia	GWD_Gambia		
HG02922	ESN_Nigeria	ESN_Nigeria		
HG02923	ESN_Nigeria	ESN_Nigeria		
HG02938	ESN_Nigeria	ESN_Nigeria		
HG02941	ESN_Nigeria	ESN_Nigeria		
HG02943	ESN_Nigeria	ESN_Nigeria		
HG02944	ESN_Nigeria	ESN_Nigeria		
HG02946	ESN_Nigeria	ESN_Nigeria		
HG02947	ESN_Nigeria	ESN_Nigeria		
HG02952	ESN_Nigeria	ESN_Nigeria		
HG02953	ESN_Nigeria	ESN_Nigeria		
HG02968	ESN_Nigeria	ESN_Nigeria		
HG02970	ESN_Nigeria	ESN_Nigeria		
HG02971	ESN_Nigeria	ESN_Nigeria		
HG02973	ESN_Nigeria	ESN_Nigeria		
HG02974	ESN_Nigeria	ESN_Nigeria		
HG02976	ESN_Nigeria	ESN_Nigeria		
HG02977	ESN_Nigeria	ESN_Nigeria		
HG02979	ESN_Nigeria	ESN_Nigeria		
HG02981	ESN_Nigeria	ESN_Nigeria		
HG02982	GWD_Gambia	GWD_Gambia		
HG02983	GWD_Gambia	GWD_Gambia		
HG03006	BEB_Bengal	BEB_Bengal		
HG03007	BEB_Bengal	BEB_Bengal		
HG03009	BEB_Bengal	BEB_Bengal		
HG03012	BEB_Bengal	BEB_Bengal		
HG03015	PJL_Pakistan	PJL_Pakistan		
HG03016	PJL_Pakistan	PJL_Pakistan		
HG03018	PJL_Pakistan	PJL_Pakistan		
HG03019	PJL_Pakistan	PJL_Pakistan		
HG03021	PJL_Pakistan	PJL_Pakistan		
HG03022	PJL_Pakistan	PJL_Pakistan		
HG03024	GWD_Gambia	GWD_Gambia		
HG03025	GWD_Gambia	GWD_Gambia		
HG03027	GWD_Gambia	GWD_Gambia		
HG03028	GWD_Gambia	GWD_Gambia		
HG03039	GWD_Gambia	GWD_Gambia		
HG03040	GWD_Gambia	GWD_Gambia		
HG03045	GWD_Gambia	GWD_Gambia		
HG03046	GWD_Gambia	GWD_Gambia		
HG03048	GWD_Gambia	GWD_Gambia		
HG03049	GWD_Gambia	GWD_Gambia		
HG03052	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03054	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03055	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03057	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03058	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03060	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03061	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03063	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03064	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03066	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03069	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03072	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03073	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03074	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03077	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03078	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03079	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03081	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03082	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03084	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03085	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03086	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03088	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03091	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03095	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03096	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03097	MSL_Sierra_Leone	MSL_Sierra_Leone		
HG03099	ESN_Nigeria	ESN_Nigeria		
HG03100	ESN_Nigeria	ESN_Nigeria		
HG03103	ESN_Nigeria	ESN_Nigeria		
HG03105	ESN_Nigeria	ESN_Nigeria		
HG03108	ESN_Nigeria	ESN_Nigeria		
HG03109	ESN_Nigeria	ESN_Nigeria		
HG03111	ESN_Nigeria	ESN_Nigeria		
HG03112	ESN_Nigeria	ESN_Nigeria		
HG03114	ESN_Nigeria	ESN_Nigeria		
HG03115	ESN_Nigeria	ESN_Nigeria		
HG03117	ESN_Nigeria	ESN_Nigeria		
HG03118	ESN_Nigeria	ESN_Nigeria		
HG03120	ESN_Nigeria	ESN_Nigeria		
HG03121	ESN_Nigeria	ESN_Nigeria		
HG03123	ESN_Nigeria	ESN_Nigeria		
HG03124	ESN_Nigeria	ESN_Nigeria		
HG03126	ESN_Nigeria	ESN_Nigeria		
HG03127	ESN_Nigeria	ESN_Nigeria		
HG03129	ESN_Nigeria	ESN_Nigeria		
HG03130	ESN_Nigeria	ESN_Nigeria		
HG03132	ESN_Nigeria	ESN_Nigeria		
HG03133	ESN_Nigeria	ESN_Nigeria		
HG03135	ESN_Nigeria	ESN_Nigeria		
HG03136	ESN_Nigeria	ESN_Nigeria		
HG03139	ESN_Nigeria	ESN_Nigeria		
HG03157	ESN_Nigeria	ESN_Nigeria		
HG03159	ESN_Nigeria	ESN_Nigeria		
HG03160	ESN_Nigeria	ESN_Nigeria		
HG03162	ESN_Nigeria	ESN_Nigeria		
HG03163	ESN_Nigeria	ESN_Nigeria		
